Group,Color,Trypsin,Male,TimeClasped,MaleDiet,clasped,female,Plate
Algae_Untreated,WildRed,Untreated,Y_12,5,Yeast,y,A,P06
Algae_Untreated,WildRed,Untreated,Y_13,10,Yeast,y,Y,P06
Algae_Untreated,WildRed,Untreated,Y_14,14,Yeast,y,Y,P06
Algae_Untreated,WildRed,Untreated,Y_15,0,Yeast,n,0,P06
Algae_Untreated,WildRed,Untreated,Y_16,5,Yeast,y,A,P06
Algae_Untreated,WildRed,Untreated,Y_17,5,Yeast,y,Y,P06
Algae_Untreated,WildRed,Untreated,Y_18,0,Yeast,n,0,P07
Algae_Untreated,WildRed,Untreated,Y_19,0,Yeast,n,0,P07
Algae_Untreated,WildRed,Untreated,Y_20,10,Yeast,y,A,P07
Algae_Untreated,WildRed,Untreated,Y_21,0,Yeast,n,0,P07
Algae_Untreated,WildRed,Untreated,Y_22,0,Yeast,n,0,P07
Algae_Untreated,WildRed,Untreated,Y_23,10,Yeast,y,A,P07
Algae_Untreated,WildRed,Untreated,Y_24,5,Yeast,y,A,P07
Algae_Untreated,WildRed,Untreated,Y_25,5,Yeast,y,Y,P07
Algae_Untreated,WildRed,Untreated,Y_26,20,Yeast,y,Y,P07
Algae_Untreated,WildRed,Untreated,A_33,5,Algae,y,A,P08
Algae_Untreated,WildRed,Untreated,A_34,5,Algae,y,Y,P08
Algae_Untreated,WildRed,Untreated,A_35,10,Algae,y,Y,P08
Algae_Untreated,WildRed,Untreated,A_36,5,Algae,y,Y,P08
Algae_Untreated,WildRed,Untreated,A_37,0,Algae,n,0,P08
Algae_Untreated,WildRed,Untreated,A_38,5,Algae,y,A,P09
Algae_Untreated,WildRed,Untreated,A_39,60,Algae,y,A,P09
Algae_Untreated,WildRed,Untreated,A_40,5,Algae,y,A,P09
Algae_Untreated,WildRed,Untreated,A_41,5,Algae,y,A,P09
Algae_Untreated,WildRed,Untreated,A_42,15,Algae,y,A,P09
Algae_Untreated,WildRed,Untreated,A_43,5,Algae,y,A,P09
Algae_Untreated,WildRed,Untreated,Y_27,15,Yeast,y,Y,P10
Algae_Untreated,WildRed,Untreated,Y_28,0,Yeast,n,0,P10
Algae_Untreated,WildRed,Untreated,Y_29,10,Yeast,y,A,P10
Algae_Untreated,WildRed,Untreated,Y_30,0,Yeast,n,0,P10
Algae_Untreated,WildRed,Untreated,Y_31,15,Yeast,y,A,P10
Algae_Untreated,WildRed,Untreated,Y_32,25,Yeast,y,A,P10
Algae_Untreated,WildRed,Untreated,Y_33,120,Yeast,y,Y,P10
Algae_Untreated,WildRed,Untreated,Y_34,5,Yeast,y,A,P10
Algae_Untreated,WildRed,Untreated,Y_35,25,Yeast,y,A,P10
Algae_Untreated,WildRed,Untreated,Y_36,25,Yeast,y,A,P10
Algae_Untreated,WildRed,Untreated,Y_37,0,Yeast,n,0,P11
Algae_Untreated,WildRed,Untreated,Y_38,5,Yeast,y,A,P11
Algae_Untreated,WildRed,Untreated,Y_39,30,Yeast,y,A,P11
Algae_Untreated,WildRed,Untreated,Y_40,5,Yeast,y,Y,P11
Algae_Untreated,WildRed,Untreated,Y_41,10,Yeast,y,A,P11
Algae_Untreated,WildRed,Untreated,Y_42,5,Yeast,y,A,P11
Algae_Untreated,WildRed,Untreated,Y_43,30,Yeast,y,A,P11
Algae_Untreated,WildRed,Untreated,Y_44,0,Yeast,y,0,P11
Algae_Untreated,WildRed,Untreated,Y_45,0,Yeast,n,0,P11
Algae_Treated,WildRed,Treated,A_44,5,Algae,y,A,P12
Algae_Treated,WildRed,Treated,A_45,5,Algae,y,A,P12
Algae_Treated,WildRed,Treated,A_46,0,Algae,n,0,P12
Algae_Treated,WildRed,Treated,A_47,0,Algae,n,0,P12
Algae_Treated,WildRed,Treated,A_48,0,Algae,n,0,P12
Algae_Treated,WildRed,Treated,A_49,60,Algae,y,A,P12
Algae_Treated,WildRed,Treated,Y_46,5,Yeast,y,A,P13
Algae_Treated,WildRed,Treated,Y_47,0,Yeast,n,0,P13
Algae_Treated,WildRed,Treated,Y_48,5,Yeast,y,Y,P13
Algae_Treated,WildRed,Treated,Y_49,5,Yeast,y,A,P13
Algae_Treated,WildRed,Treated,Y_50,5,Yeast,y,A,P13
Algae_Treated,WildRed,Treated,Y_51,20,Yeast,y,A,P13
Algae_Treated,WildRed,Treated,Y_52,0,Yeast,n,0,P13
Algae_Treated,WildRed,Treated,Y_53,5,Yeast,y,A,P13
Algae_Treated,WildRed,Treated,A_50,20,Algae,y,A,P14
Algae_Treated,WildRed,Treated,A_51,5,Algae,y,A,P14
Algae_Treated,WildRed,Treated,A_52,0,Algae,n,0,P14
Algae_Treated,WildRed,Treated,A_53,5,Algae,y,A,P14
Algae_Treated,WildRed,Treated,A_54,60,Algae,y,Y,P14
Algae_Treated,WildRed,Treated,A_55,0,Algae,n,0,P14
Algae_Treated,WildRed,Treated,A_56,10,Algae,y,Y,P14
Algae_Treated,WildRed,Treated,A_57,0,Algae,n,0,P14
Algae_Treated,WildRed,Treated,A_58,0,Algae,n,0,P14
Algae_Treated,WildRed,Treated,A_59,5,Algae,y,A,P14
Algae_Treated,WildRed,Treated,A_60,0,Algae,n,0,P15
Algae_Treated,WildRed,Treated,A_61,0,Algae,n,0,P15
Algae_Treated,WildRed,Treated,A_62,30,Algae,y,A,P15
Algae_Treated,WildRed,Treated,A_63,0,Algae,n,0,P15
Algae_Treated,WildRed,Treated,A_64,0,Algae,n,0,P15
Algae_Treated,WildRed,Treated,A_65,10,Algae,y,A,P15
Algae_Treated,WildRed,Treated,Y_54,5,Yeast,n,Y,P16
Algae_Treated,WildRed,Treated,Y_55,15,Yeast,y,A,P16
Algae_Treated,WildRed,Treated,Y_56,0,Yeast,n,0,P16
Algae_Treated,WildRed,Treated,Y_57,0,Yeast,n,0,P16
Algae_Treated,WildRed,Treated,Y_58,5,Yeast,y,A,P16
Algae_Treated,WildRed,Treated,Y_59,10,Yeast,y,A,P16
Algae_Treated,WildRed,Treated,Y_60,5,Yeast,y,A,P16
Algae_Treated,WildRed,Treated,Y_61,0,Yeast,n,0,P16
Algae_Treated,WildRed,Treated,Y_62,5,Yeast,y,Y,P16
Algae_Treated,WildRed,Treated,Y_63,0,Yeast,n,0,P16
Algae_Treated,WildRed,Treated,Y_64,10,Yeast,y,A,P17
Algae_Treated,WildRed,Treated,Y_65,10,Yeast,y,Y,P17
Algae_Treated,WildRed,Treated,Y_66,10,Yeast,y,A,P17
Algae_Treated,WildRed,Treated,Y_67,5,Yeast,y,A,P17
Algae_Treated,WildRed,Treated,A_66,5,Algae,y,A,P18
Algae_Treated,WildRed,Treated,A_67,30,Algae,y,A,P18
Algae_Treated,WildRed,Treated,A_68,15,Algae,y,A,P18
Algae_Treated,WildRed,Treated,A_69,15,Algae,y,Y,P18
Algae_Treated,WildRed,Treated,A_70,10,Algae,y,Y,P18
Algae_Treated,WildRed,Treated,A_71,10,Algae,y,A,P18
Algae_Treated,WildRed,Treated,A_72,20,Algae,y,Y,P19
Algae_Treated,WildRed,Treated,A_73,5,Algae,y,A,P19
Algae_Treated,WildRed,Treated,A_74,10,Algae,y,Y,P19
Algae_Treated,WildRed,Treated,A_75,0,Algae,n,0,P19
Algae_Treated,WildRed,Treated,A_76,10,Algae,y,Y,P19
Algae_Treated,WildRed,Treated,A_77,15,Algae,y,Y,P19
Algae_Treated,WildRed,Treated,A_78,0,Algae,n,0,P19
Algae_Treated,WildRed,Treated,A_79,5,Algae,y,Y,P19
Algae_Treated,WildRed,Treated,A_80,0,Algae,n,0,P19
Algae_Treated,WildRed,Treated,A_81,5,Algae,y,A,P19
Algae_Treated,WildRed,Treated,A_82,20,Algae,y,A,P19
Algae_Treated,WildRed,Treated,A_83,10,Algae,y,Y,P19
Algae_Treated,WildRed,Treated,A_84,5,Algae,y,Y,P20
Algae_Treated,WildRed,Treated,A_85,5,Algae,y,A,P20
Algae_Treated,WildRed,Treated,A_86,5,Algae,y,A,P20
Algae_Treated,WildRed,Treated,A_87,5,Algae,y,A,P20
Algae_Treated,WildRed,Treated,A_88,10,Algae,y,Y,P20
Algae_Treated,WildRed,Treated,Y_68,15,Yeast,y,A,P21
Algae_Treated,WildRed,Treated,Y_69,5,Yeast,y,Y,P21
Algae_Treated,WildRed,Treated,Y_70,20,Yeast,y,Y,P21
Algae_Treated,WildRed,Treated,Y_71,0,Yeast,n,0,P21
Algae_Treated,WildRed,Treated,Y_72,60,Yeast,y,A,P21
Algae_Treated,WildRed,Treated,Y_73,15,Yeast,y,Y,P22
Algae_Treated,WildRed,Treated,Y_74,30,Yeast,y,A,P22
Algae_Treated,WildRed,Treated,Y_75,120,Yeast,y,A,P22
Algae_Treated,WildRed,Treated,Y_76,5,Yeast,y,A,P22
Algae_Treated,WildRed,Treated,Y_77,25,Yeast,y,Y,P23
Algae_Treated,WildRed,Treated,Y_78,20,Yeast,y,Y,P23
Algae_Treated,WildRed,Treated,Y_79,0,Yeast,n,0,P23
Algae_Treated,WildRed,Treated,Y_80,0,Yeast,n,0,P23
Algae_Treated,WildRed,Treated,Y_81,0,Yeast,n,0,P24
Algae_Treated,WildRed,Treated,Y_82,10,Yeast,y,A,P24
Algae_Treated,WildRed,Treated,Y_83,5,Yeast,y,Y,P24
Algae_Treated,WildRed,Treated,Y_84,15,Yeast,y,Y,P24
Algae_Treated,WildRed,Treated,Y_85,0,Yeast,n,0,P25
Algae_Treated,WildRed,Treated,Y_86,30,Yeast,y,Y,P25
Algae_Treated,WildRed,Treated,Y_87,0,Yeast,n,0,P25
Algae_Treated,WildRed,Treated,Y_88,0,Yeast,n,0,P25
Algae_Treated,WildRed,Treated,Y_89,5,Yeast,y,A,P25
Algae_Treated,WildRed,Treated,Y_90,0,Yeast,n,0,P25
Algae_Treated,WildRed,Treated,Y_91,0,Yeast,n,0,P25
Algae_Treated,WildRed,Treated,Y_92,5,Yeast,y,A,P25
Algae_Treated,WildRed,Treated,Y_93,5,Yeast,y,Y,P25
Algae_Treated,WildRed,Treated,Y_94,0,Yeast,n,0,P25
Algae_Treated,WildRed,Treated,Y_95,5,Yeast,y,A,P25
Algae_Treated,WildRed,Treated,Y_96,5,Yeast,y,A,P25
Zea_Untreated,RestoredRed,Untreated,Z_1,0,Zeaxanthin,n,0,P26
Zea_Untreated,RestoredRed,Untreated,Z_2,0,Zeaxanthin,n,0,P26
Zea_Untreated,RestoredRed,Untreated,Z_3,5,Zeaxanthin,y,Z,P26
Zea_Untreated,RestoredRed,Untreated,Z_4,30,Zeaxanthin,y,Y,P26
Zea_Untreated,RestoredRed,Untreated,Z_5,10,Zeaxanthin,y,Z,P26
Zea_Untreated,RestoredRed,Untreated,Z_6,20,Zeaxanthin,y,Y,P26
Zea_Untreated,RestoredRed,Untreated,Z_7,15,Zeaxanthin,y,Z,P27
Zea_Untreated,RestoredRed,Untreated,Z_8,5,Zeaxanthin,y,Y,P27
Zea_Untreated,RestoredRed,Untreated,Z_9,5,Zeaxanthin,y,Y,P27
Zea_Untreated,RestoredRed,Untreated,Z_10,20,Zeaxanthin,y,Y,P27
Zea_Untreated,RestoredRed,Untreated,Z_11,20,Zeaxanthin,y,Y,P27
Zea_Untreated,RestoredRed,Untreated,Z_12,60,Zeaxanthin,y,Y,P27
Zea_Untreated,RestoredRed,Untreated,Z_13,5,Zeaxanthin,y,Y,P27
Zea_Untreated,RestoredRed,Untreated,Z_14,0,Zeaxanthin,n,0,P28
Zea_Untreated,RestoredRed,Untreated,Z_15,5,Zeaxanthin,y,Y,P28
Zea_Untreated,RestoredRed,Untreated,Z_16,5,Zeaxanthin,y,Y,P28
Zea_Untreated,RestoredRed,Untreated,Z_17,10,Zeaxanthin,y,Z,P28
Zea_Untreated,RestoredRed,Untreated,Z_18,25,Zeaxanthin,y,Z,P28
Zea_Untreated,RestoredRed,Untreated,Z_19,10,Zeaxanthin,y,Z,P28
Zea_Untreated,RestoredRed,Untreated,Y_97,0,Yeast,n,0,P29
Zea_Untreated,RestoredRed,Untreated,Y_98,15,Yeast,y,Y,P29
Zea_Untreated,RestoredRed,Untreated,Y_99,5,Yeast,y,Y,P29
Zea_Untreated,RestoredRed,Untreated,Y_100,5,Yeast,y,Y,P29
Zea_Untreated,RestoredRed,Untreated,Y_101,60,Yeast,y,Y,P29
Zea_Untreated,RestoredRed,Untreated,Y_102,20,Yeast,y,Z,P30
Zea_Untreated,RestoredRed,Untreated,Y_103,5,Yeast,y,Y,P30
Zea_Untreated,RestoredRed,Untreated,Y_104,5,Yeast,y,Y,P30
Zea_Untreated,RestoredRed,Untreated,Y_105,5,Yeast,y,Y,P30
Zea_Untreated,RestoredRed,Untreated,Y_106,5,Yeast,y,Y,P30
Zea_Untreated,RestoredRed,Untreated,Y_107,5,Yeast,y,Y,P31
Zea_Untreated,RestoredRed,Untreated,Y_108,5,Yeast,y,Y,P31
Zea_Untreated,RestoredRed,Untreated,Y_109,10,Yeast,y,Y,P31
Zea_Untreated,RestoredRed,Untreated,Y_110,10,Yeast,y,Y,P31
Zea_Untreated,RestoredRed,Untreated,Y_111,25,Yeast,y,Z,P31
Zea_Untreated,RestoredRed,Untreated,Y_112,10,Yeast,y,Y,P31
Zea_Untreated,RestoredRed,Untreated,Y_113,5,Yeast,y,Y,P31
Zea_Untreated,RestoredRed,Untreated,Y_114,10,Yeast,y,Y,P31
Zea_Untreated,RestoredRed,Untreated,Y_115,15,Yeast,y,Y,P31
Zea_Untreated,RestoredRed,Untreated,Y_116,0,Yeast,n,0,P32
Zea_Untreated,RestoredRed,Untreated,Y_117,5,Yeast,y,Z,P32
Zea_Untreated,RestoredRed,Untreated,Y_118,5,Yeast,y,Z,P32
Zea_Untreated,RestoredRed,Untreated,Y_119,5,Yeast,y,Y,P32
Zea_Untreated,RestoredRed,Untreated,Y_120,5,Yeast,y,Y,P32
Zea_Untreated,RestoredRed,Untreated,Y_121,10,Yeast,y,Y,P32
Zea_Untreated,RestoredRed,Untreated,Y_122,5,Yeast,y,Y,P33
Zea_Untreated,RestoredRed,Untreated,Y_123,10,Yeast,y,Y,P33
Zea_Untreated,RestoredRed,Untreated,Y_124,5,Yeast,y,Y,P33
Zea_Untreated,RestoredRed,Untreated,Y_125,5,Yeast,y,Y,P33
Zea_Untreated,RestoredRed,Untreated,Y_126,20,Yeast,y,Y,P33
Zea_Untreated,RestoredRed,Untreated,Z_20,0,Zeaxanthin,n,0,P34
Zea_Untreated,RestoredRed,Untreated,Z_21,0,Zeaxanthin,n,0,P34
Zea_Untreated,RestoredRed,Untreated,Z_22,0,Zeaxanthin,n,0,P34
Zea_Untreated,RestoredRed,Untreated,Z_23,10,Zeaxanthin,y,Y,P34
Zea_Untreated,RestoredRed,Untreated,Z_24,5,Zeaxanthin,y,Z,P34
Zea_Untreated,RestoredRed,Untreated,Z_25,0,Zeaxanthin,n,0,P34
Zea_Untreated,RestoredRed,Untreated,Z_26,10,Zeaxanthin,y,Z,P34
Zea_Untreated,RestoredRed,Untreated,Z_27,0,Zeaxanthin,n,0,P34
Zea_Untreated,RestoredRed,Untreated,Y_127,0,Yeast,n,0,P35
Zea_Untreated,RestoredRed,Untreated,Y_128,0,Yeast,n,0,P35
Zea_Untreated,RestoredRed,Untreated,Y_129,10,Yeast,y,Y,P35
Zea_Untreated,RestoredRed,Untreated,Y_130,15,Yeast,y,Y,P35
Zea_Untreated,RestoredRed,Untreated,Y_131,15,Yeast,y,Z,P35
Zea_Untreated,RestoredRed,Untreated,Z_28,0,Zeaxanthin,n,0,P36
Zea_Untreated,RestoredRed,Untreated,Z_29,0,Zeaxanthin,n,0,P36
Zea_Untreated,RestoredRed,Untreated,Z_30,5,Zeaxanthin,y,Y,P36
Zea_Untreated,RestoredRed,Untreated,Z_31,0,Zeaxanthin,n,0,P36
Zea_Untreated,RestoredRed,Untreated,Z_32,0,Zeaxanthin,n,0,P36
Zea_Untreated,RestoredRed,Untreated,Z_33,5,Zeaxanthin,y,Y,P36
Zea_Untreated,RestoredRed,Untreated,Z_34,30,Zeaxanthin,y,Y,P36
Zea_Untreated,RestoredRed,Untreated,Z_35,20,Zeaxanthin,y,Y,P37
Zea_Untreated,RestoredRed,Untreated,Z_36,10,Zeaxanthin,y,Z,P37
Zea_Untreated,RestoredRed,Untreated,Z_37,15,Zeaxanthin,y,Z,P37
Zea_Untreated,RestoredRed,Untreated,Z_38,5,Zeaxanthin,y,Y,P37
Zea_Untreated,RestoredRed,Untreated,Z_39,120,Zeaxanthin,y,Y,P37
Zea_Untreated,RestoredRed,Untreated,Z_40,25,Zeaxanthin,y,Z,P37
Zea_Treated,RestoredRed,Treated,Z_41,10,Zeaxanthin,y,Y,P37
Zea_Treated,RestoredRed,Treated,Z_42,5,Zeaxanthin,y,Z,P37
Zea_Treated,RestoredRed,Treated,Z_43,5,Zeaxanthin,y,Z,P37
Zea_Treated,RestoredRed,Treated,Z_44,5,Zeaxanthin,y,Y,P37
Zea_Treated,RestoredRed,Treated,Z_45,20,Zeaxanthin,y,Y,P37
Zea_Treated,RestoredRed,Treated,Z_46,5,Zeaxanthin,y,Y,P37
Zea_Treated,RestoredRed,Treated,Y_132,20,Yeast,y,Z,P38
Zea_Treated,RestoredRed,Treated,Y_133,5,Yeast,y,Y,P38
Zea_Treated,RestoredRed,Treated,Y_134,10,Yeast,y,Y,P38
Zea_Treated,RestoredRed,Treated,Y_135,10,Yeast,y,Y,P38
Zea_Treated,RestoredRed,Treated,Y_136,5,Yeast,y,Y,P38
Zea_Treated,RestoredRed,Treated,Y_137,5,Yeast,y,Z,P38
Zea_Treated,RestoredRed,Treated,Y_138,5,Yeast,y,Y,P38
Zea_Treated,RestoredRed,Treated,Y_139,10,Yeast,y,Z,P38
Zea_Treated,RestoredRed,Treated,Z_47,20,Zeaxanthin,y,Y,P39
Zea_Treated,RestoredRed,Treated,Z_48,5,Zeaxanthin,y,Y,P39
Zea_Treated,RestoredRed,Treated,Z_49,0,Zeaxanthin,n,0,P39
Zea_Treated,RestoredRed,Treated,Z_50,10,Zeaxanthin,y,Z,P39
Zea_Treated,RestoredRed,Treated,Z_51,5,Zeaxanthin,y,Y,P39
Zea_Treated,RestoredRed,Treated,Z_52,5,Zeaxanthin,y,Y,P39
Zea_Treated,RestoredRed,Treated,Z_53,5,Zeaxanthin,y,Y,P39
Zea_Treated,RestoredRed,Treated,Y_140,5,Yeast,y,Z,P40
Zea_Treated,RestoredRed,Treated,Y_141,10,Yeast,y,Y,P40
Zea_Treated,RestoredRed,Treated,Y_142,0,Yeast,n,0,P40
Zea_Treated,RestoredRed,Treated,Y_143,10,Yeast,y,Y,P40
Zea_Treated,RestoredRed,Treated,Y_144,10,Yeast,y,Y,P40
Zea_Treated,RestoredRed,Treated,Y_145,5,Yeast,y,Y,P40
Zea_Treated,RestoredRed,Treated,Y_146,5,Yeast,y,Y,P40
Zea_Treated,RestoredRed,Treated,Y_147,15,Yeast,y,Z,P40
Zea_Treated,RestoredRed,Treated,Y_148,120,Yeast,y,Z,P40
Zea_Treated,RestoredRed,Treated,Y_149,0,Yeast,n,0,P40
Zea_Treated,RestoredRed,Treated,Z_54,15,Zeaxanthin,y,Y,P41
Zea_Treated,RestoredRed,Treated,Z_55,5,Zeaxanthin,y,Y,P41
Zea_Treated,RestoredRed,Treated,Z_56,5,Zeaxanthin,y,Z,P41
Zea_Treated,RestoredRed,Treated,Z_57,5,Zeaxanthin,y,Z,P41
Zea_Treated,RestoredRed,Treated,Z_58,5,Zeaxanthin,y,Y,P41
Zea_Treated,RestoredRed,Treated,Z_59,5,Zeaxanthin,y,Y,P41
Zea_Treated,RestoredRed,Treated,Y_150,5,Yeast,y,Y,P42
Zea_Treated,RestoredRed,Treated,Y_151,0,Yeast,n,0,P42
Zea_Treated,RestoredRed,Treated,Y_152,5,Yeast,y,Y,P42
Zea_Treated,RestoredRed,Treated,Y_153,10,Yeast,y,Z,P42
Zea_Treated,RestoredRed,Treated,Y_154,5,Yeast,y,Z,P42
Zea_Treated,RestoredRed,Treated,Y_155,60,Yeast,y,Z,P42
Zea_Treated,RestoredRed,Treated,Y_156,5,Yeast,y,Z,P42
Zea_Treated,RestoredRed,Treated,Y_157,20,Yeast,y,Y,P42
Zea_Treated,RestoredRed,Treated,Y_158,5,Yeast,y,Z,P42
Zea_Treated,RestoredRed,Treated,Y_159,30,Yeast,y,Y,P42
Zea_Treated,RestoredRed,Treated,Y_160,5,Yeast,y,Y,P42
Zea_Treated,RestoredRed,Treated,Y_161,20,Yeast,y,Y,P42
Zea_Treated,RestoredRed,Treated,Y_162,0,Yeast,n,0,P43
Zea_Treated,RestoredRed,Treated,Y_163,15,Yeast,y,Z,P43
Zea_Treated,RestoredRed,Treated,Y_164,15,Yeast,y,Y,P43
Zea_Treated,RestoredRed,Treated,Y_165,5,Yeast,y,Y,P43
Zea_Treated,RestoredRed,Treated,Y_166,5,Yeast,y,Y,P43
Zea_Treated,RestoredRed,Treated,Y_167,30,Yeast,y,Y,P43
Zea_Treated,RestoredRed,Treated,Z_60,10,Zeaxanthin,y,Y,P44
Zea_Treated,RestoredRed,Treated,Z_61,0,Zeaxanthin,n,0,P44
Zea_Treated,RestoredRed,Treated,Z_62,10,Zeaxanthin,y,Z,P44
Zea_Treated,RestoredRed,Treated,Z_63,20,Zeaxanthin,y,Y,P44
Zea_Treated,RestoredRed,Treated,Z_64,0,Zeaxanthin,n,0,P44
Zea_Treated,RestoredRed,Treated,Z_65,25,Zeaxanthin,y,Z,P44
Zea_Treated,RestoredRed,Treated,Z_66,25,Zeaxanthin,y,Z,P44
Zea_Treated,RestoredRed,Treated,Z_67,0,Zeaxanthin,n,0,P45
Zea_Treated,RestoredRed,Treated,Z_68,0,Zeaxanthin,n,0,P45
Zea_Treated,RestoredRed,Treated,Z_69,0,Zeaxanthin,n,0,P45
Zea_Treated,RestoredRed,Treated,Z_70,5,Zeaxanthin,y,Z,P45
Zea_Treated,RestoredRed,Treated,Z_71,120,Zeaxanthin,y,Z,P45
Zea_Treated,RestoredRed,Treated,Z_72,60,Zeaxanthin,y,Z,P45
Zea_Treated,RestoredRed,Treated,Z_73,20,Zeaxanthin,y,Y,P45
Zea_Treated,RestoredRed,Treated,Z_74,10,Zeaxanthin,y,Y,P46
Zea_Treated,RestoredRed,Treated,Z_75,5,Zeaxanthin,y,Y,P46
Zea_Treated,RestoredRed,Treated,Z_76,5,Zeaxanthin,y,Z,P46
Zea_Treated,RestoredRed,Treated,Z_77,10,Zeaxanthin,y,Z,P46
Zea_Treated,RestoredRed,Treated,Z_78,5,Zeaxanthin,y,Z,P46
Zea_Treated,RestoredRed,Treated,Z_79,0,Zeaxanthin,n,0,P46
Zea_Treated,RestoredRed,Treated,Z_80,15,Zeaxanthin,y,Y,P46
